id,number,title,artist,album,year,language
16073,060,you gotta try (focus on the 90s),max p & madda,focus on the 90s,,
3427,003,i'm nobody's baby (let's talk about love),joanie sommers,let's talk about love,1962,
15942,4,i'm nobody's baby,joanie sommers,let's talk about love,1962,english
6988,9,we'll be alright (amended album version),travie mccoy,now: the hts of summer 2011,2010,english
13807,9,we'll be alright (amended album version) - now: the hits of summer 2011,travie mccoy,,'10,english
18198,9,009-we'll be alright (amended album version),travie mccoy,now: the hits of summer 2011 (2010),null,eng.
4767,001,o holy night (the magic of christmas),milton smith,the magic of christmas,1999,
13263,1,milton smith - o holy night,,the magic of christmas,99,english
14942,1,o holy night - the magic of christmas,milton smith,,'99,english
2214,1,,esham,comerica - bruce wayne: gothom 1987,'97,english
18774,1,001-comerica,esham,bruce wayne: gothom 1987 (1997),null,eng.
146,12,012-nyt jatan vanhan turun,tapio heinonen,paivat kuin unta (2008),null,fin.
3594,012,nyt jatan vanhan turun (paivat kuin unta),tapio heinonen,paivat kuin unta,2008,
4348,12,tapio heinonen - nyt jatan vanhan turun,,paivat kuin unta,08,finnish
11045,12,nyt jatan vanhan turun - paivat kuin unta,tapio heinonen,,'08,finnish
13512,12,nyt jatan vanhan turun,tapio heinonen,paivat kuin unta,2008,finnissh
7293,012,book ov lies (live 2001) (beautiful darkness),army of in between,beautiful darkness,2006,
9005,12,book ov lies (live 2001),army of in between,beautiful darkness,2006,english
14961,beautiful darkness,army of in between - book ov lies (live 2001),,12,06,english
296,001,nav' nav' in ou wells),drudkh,blood in our wells,,
10979,1,nav',drudkh,blood in our wells,,english
1201,1,moot - nude bass ascending...,glen moore,,'99,english
5943,001,moot (nude bass ascending...),glen moore,nude bass ascending...,1999,
17147,1,glen moore - moot,,nude bass ascending...,99,english
4728,a4,david oliver - i keep looking for a better way,,rain fire,79,english
6473,0a4,i keep looking for a better way (rain fire),david oliver,rain fire,1979,
14062,a4,,david oliver,,'79,english
15302,a4,0a4-i keep looking for a better way,david oliver,rain fire (1979),null,eng.
15618,a4,i keep looking for a better way,david oliver,rain fire,1979,english
3809,11,r.l. burnside - greyhound bus station,,mi ssissippi hill country blues,00,english
4745,11,greyhound bus station,r.l. burnside,mississippi hill country blues,2000,english
7891,11,greyhound bus station - mississippi hill country blues,r.l. burnside,,'00,english
16350,11,011-greyhound bus station,r.l. burnside,mississippi hill country blues (2000),null,eng.
1837,3,calexico - ballad of cable hogue,,lammbock,01,[multiple languages]
5002,3,ballad of cable hogue - lammbock,calexico,,'01,[multiple languages]
13601,003,ballad of cable hogue (lammbock),calexico,lammbock,2001,
17738,3,003-ballad of cable hogue,calexico,lammbock (2001),null,unknown
9191,6,feeling,boston,hits zum schmusen (unknown),null,eng.
13277,6,more than a feeling - hits zum schmusen,boston,,,english
1968,2,jia  ii,zhou hua jian,luo da you zi xuan ji,,chinese
3053,2,jia  ii - luo da you zi xuan ji,zhou hua jian,,,chinese
7659,2,zhou hua jian  - jia  ii,,luo da you zi xuan ji,,chinese
8728,2,002-i i,,(unknown),null,chi.
13435,8,yi teng xian zhi  - a silent drop,,seiken densetsu  original soundtrack -sanctuary-,07,english
17026,008,a silent drop (seiken densetsu 4 original soundtrack -sanctuary-),yi teng dxian zhi,seiken densetsu 4 original soundtrack -sanctuary-,2007,
13174,7,london funk allstars - u.j.,,flesh e. disco zombies ve rsus t. bionic ho okers from mar,96,english
13567,007,u.j. (flesh eating disco zombies versus the bionic hookers from mars),london funk allstars,flesh eating disco zombies versus the bionic hookers from mars,1996,
3414,017,"despair, op. 4 no. 3 (complete solo piano music, volume 1 (gyorgy sandor))",sergei sergeevich prokof'ev,"complete solo piano music, volume 1 (gyorgy sandor)",1993,
6950,17,"sergei sergeevich prokof'ev - despair, op. 4 no. 3",,"complete solo piano music, volume 1 (gyorgy sandor)",93,english
13802,17,"despair, op. 4 no. 3",sergei sergeevich prokof'ev,"complete solo piano music, volume 1 sandor)",1993,english
10447,15,015-tampereen aamu,juice leskinen grand slam,"boogieteorian alkeet peruskoulun ala-astetta varten, lyhyt oppimaara (1988)",null,fin.
11410,15,"tampereen aamu - boogieteorian alkeet peruskoulun ala-astetta varten, lyhyt oppimaara",juice leskinen grand slam,,'88,finnish
12655,mbox10655218-hh,15,279,,"boogieteorian alkeet peruskoulun ala-astetta varten, lyhyt oppimaara",88
6588,a7,metaphysical problems - esoteric lore,gg king,,'11,english
6737,a7,metaphysical problems,gg king,esoteric lore,2011,english
8617,a7,0a7--metaphysical problems,ggk ing,esoteric lore (2011),null,eng.
9848,a7,gg king - metaphysical problems,,esoteric lore,11,english
16669,0a7,metaphysical problems (esoteric lore),gg king,esoteric lore,2011,
2287,8,parisian thoroughfare,stephane grappelli,parisian thoroughfare,1989,english
3004,008,parisian thoroughfare,stephane grappelli,parisian thoroughfare,1989,
5106,8,008-parisian thoroughfare,stephane grappelli,parisian thoroughfare (1989),null,eng.
7016,8,parisian thoroughfare,stephane grappelli,parisian thoroughfare,'89,english
16722,8,stephane grappelli - parisian thoroughfare,,parisian thoroughfare,89,english
1877,9,kronshtadta,chiornyi lukich,,'95,russian
9816,9,009-,,(1995),null,rus.
19082,9,my iz kronshtadta,lukich chiornyi,ledianye kabluki,1995,russian
1878,10,gupo raison - quitate el chaqueton,,havanna lounge: musica de cuba,99,spanish
15179,10,quitatew el chaqueton,grupo raison,havanna lounge: musica de cuba,1999,spanish
17655,010,quitate el chaqueton (havanna lounge: musica de cuba),grupo raison,havanna lounge: musica de cuba,1999,
6778,19,019-cry for you,september,saturday night club classics (2009),null,eng.
16589,19,cry for you - saturday night club classics,september,,'09,english
4623,18,step up,d. todd sorensen,vocal 2,,english
12950,18,018-step up,d. todd sorensen,vocal 2 (unknown),null,eng.
8094,23,"forever - 538 dance smash 2011, volume 4",,,'11,english
8668,23,wolfgang gartner feat. will.i.am - forever,,"538 dance smash 2011, volume 4",11,english
9894,023,"forever (538 dance smash 2011, volume 4)",wolfgang gartner feat. will.i.am,"538 ddance smash 2011, volume 4",2011,
8081,4,004-free,jake,army of love (unknown),null,eng.
10620,4,free,jake,army of love,,english
716,12,012-farewell( to setting flowers),electric litany,enduring days you will overcome (2014),null,eng.
6317,12,farewell (to setting flowers) - enduring days you will overcome,electric litany,,'14,english
15703,12,farewell (to setting flowers),electric electric litany,enduring days you will overcome,2014,english
2838,13,013-pifa / pifa,georg frierdich handel,"messiah (stockholm bach choir and swedish radio symphony orchestra, feat. conductor: anders ohrwall) (2001)",null,eng.
4092,13,pifa / pifa,georg friedrich handel,"messiah (stockholm bach choir and swedish radio symphony orchestra, feat. conductor: anders ohrwall)",2001,english
6435,3,saturrday,maas,latitude (1997),null,eng.
18248,3,another saturday night - latitudhe,maas,,'97,english
2025,4,004-frequency response,lester fitzpatrick,frantic frenzy (1995),null,eng.
11878,4,frequency response - frantic frenzy,lester fitzpatrick,,'95,english
16459,4,frequency response,lester fitzpatrick,frantic frenzy,1995,english
1546,7,olivier boge - releived,,the world begins today,13,wenglish
6253,007,releived (the world begins today),olivier boge,the world begins today,2013,
7477,7,007-releived,olivier boge,the world begins today (2013),null,eng.
16423,7,releived,olivier,the world begins today,2024,english
19265,7,releived - the world begins today,olivier boge,,'13,english
11916,17,phil asher & mark de clive-lowe - big apple,,boutique breaks,08,english
13708,017,big apple (boutique breaks),phil asher & mark de clive-lowe,boutique breaks,2008,
1379,5,005-for love,na ying,conquer (unknown),null,eng.
18126,5,for love,na ying,conquuer,,english
8573,016,hoedown (with piano solo) (hal leonard student piano library: piano lessons book 2),hal leonard,hal leonard student piano library: piano lessons book 2,,
12568,16,016-hoedown (with piano solo),hal leonard,hal leonard student piano library: piano lessons book 2 (unknown),null,eng.
18087,16,hoedown (with piano solo),hal leonard,hal leonard student piano library: piano lessons book 2,,english
10789,002,olin kuin naulattu (maailmanpyora),varjo,maailmanpyora,2000,
18991,2,varjo - olin kuin naulattu,,maailmanpyora,00,finnish
103,003,war (art of war),ag & party arty,art of war war,2002,
9462,3,ag & party arty - war,,art of war,02,english
11260,3,003-war,ag & party arty,art of war (2002),null,eng.
15021,3,war,ag & party arty,art of war,2002,english
17458,3,war - art of war,ag & party arty,,'02,english
7073,12,012-steal away,dublin city ramblers,flight of earls (unknown),null,eng.
9895,12,steal away,dublin city ramblers,of of earls,,english
19365,12,steal away - flight of earls,dublin city ramblers,,,english
935,1,dil ka rishta,nadeem-shravan,dil ka rishta,,hindi
3236,1,dil ka rishta,nadeem-shravan,dil ka rishta,,hindi
4116,001,dil ka rishta,nadeem-shravan,dil ka rishtja,,
6349,1,nadeem-shravan - dil ka rishta,,dil ka rishta,,hindi
6434,1,001-dil ka rishta,nadeem-shravan,dil ka rishta (unknown),null,hin.
2628,003,that's how much (joanna james),joanna james,jonna james,,
9630,3,that's how much - joanna james,joanna james,,,english
18748,3,joanna james - that's hoow much,,joanna james,,english
2731,17,grupo batuqkue - mae iemanja,n.a.,o tempo do samba,05,portuguese
6844,1 7,mae iemanja - o tempo do samba,grupo batuque,,'05,portuguese
11945,017,mae iemanja (o tempo do samba),grupo batuque,o tempo do samba,2005,
1976,12,el negro alegre,angel villoldo,beginner's guide to tango,2004,spanish
6709,012,ekl negro alegre (beginner's guide to tango),angel villoldo,beginner's guide to tango,2004,
8754,12,012-el negro alegre,angel villoldo,beginner's guide to tango (2004),null,spa.
6015,13,brian & tony gold - girls you can't do (feat. bunny general),,green light,,english
18951,013,girls you can't do (feat. bunny general) (green light),brian & tony gold,green light,,
19076,13,girls you can't do (feat. bunny general),brian & tony gold,green light,,english
3077,4,chalice - tee teine pool on tee,,audio,07,[multiyple languages]
5469,4,tee teine pool on,chalice,audio,2007,[multiple languages]
9424,4,tee teine pool on tee - audio,chalice,,'07,[multiple languages]
11690,004,tee teine pool on tee (audio),chalice,audio,2007,
18817,4,004-tee-teine-pool-on-tee,chalice,audio(2007),null,unknown
556,017,oh no (live) (the hitmen),hiitmen,the hitmen,2007,
6456,17,the hitmen - oh no (live),,the hitmen,07,english
11862,17,oh no (live),the hitmen,the hitmen,e nglish,e nglish
9272,005,1999 (pro-tlak),jolly joker and the plastic beatles of the universe,pro-tlak,1995,
16463,5,005-1999,jolly joker and the plastic beatles of the universe,pro-tlak (1995),null,egn.
18632,5,1999,jolly joker and the plastic beatles of the universe,pro-tlak,1995,english
9930,004,you don't know me (roots & grooves),maceo parker,roots grooves &,2007,
12238,4,you don't know me,maceo parker,roots & grooves,2007,english
1311,58,"tribal nation f - drama plus, volume 5",todd wollons & thomas merecez & patrice c. irving,,,english
8539,57,tribal nation f,todd wollons & thomas merecez & patrice c. irving,"drama plus, volume 5",,english
14176,57,057-tribal nation f,todd wollons & thomas merecez & patrice c. irving,"drama plus, vol. v (unknown)",null,eng.
10614,17,nirvana - molly's lips (cattle club on 02-12-90),,"1989-11-22: play the fucking guitar, man!!: u4 club, vienna, austria",,englihs
11164,17,017-molly's lips (cattle club on 02-12-90),nirvana,"1989-11-22: play the fucking guitar, man!!: u4 club, vienna, austria (unknown)",null,eng
18207,17,"molly's lips (cattle club on 02-12-90) - 1989-11-22: play the fucking guitar, man!!: u4 club, vienna, austria",nirvana,,,english
6961,001,bring it back (all you need),arthur dobrucki,all you need,,
17356,1,bring it back,arthur dobrucki,all you need,,english
1080,10,010-retki meren rantaan,edu kettunen,grand prix (2002),null,fin.
9105,10,retki meren rantaan,edu kettunen,grand prix,2002,finnish
3452,2,lord of all fevers and plague,morbid angel,"2001-07-19: longbeach, ca, usa",,english
8027,2,002-lord of all fevers and plague,morbid angel,"2001-07-19: long beach, ca, usa (unknown)",null,eng.
9226,2,morbid angel - lord of all fevers and plague,,"2001-07-19: long beach, ca, usa",,english
10998,2,"lord of all fevers and plague - 2001-07-19: long beach, ca, usa",morbid angel,,,english
12841,002,"lord of all fevers and plague (2001-07-19: long beach, ca, usa)",morbid angel,"2001-07-19: long beach, ca, usa",,
1410,13,theologians,wilco,"2004-11-20: marquee theatre, tempe, az, usa",,english
3646,013,"theologians (2004-11-20: marquee theatre, tempe, az, usa)",wilo,"2004-11-20: marquee theatre, tempe, az, usa",,
7517,13,"theologians - 2004-11-20: maerquee theatre, tempe, az, usa",wyilco,,,english
17258,13,wilco---theologians,,"200q-11-20:  theatre, temep, az, u sa",,english
4157,1,let us burn - hydra,within temptation,,'14,english
11681,1,001-let us burn,within temptation,hydra (2014),null,eng.
14158,1,let us burn,within temptation,hydra,2014,english
15172,001,let us burn (hydra),within temptaation,hydra,2014,
18693,1,within temptation - let us burn,,hydra,14,english
2597,5,the  mighty diamonds - rise up,,rise up,,english
6671,5,rise up,mighty diamonds,rise up,,english
1003,3,ggeut (live),beurokolri neomajeo,beurokolri neomajeo,2009,korean
6163,003,ggeut (live) (beurokolri neomajeo),null,beurokolri neomajeo,2009,
17969,3,ggeut (live) - beurokolri neomajeo,beurokolri neomajeo,,'09,korean
19155,3,003- (live),,(2009),null,kor.
19244,3,beurokolri neomajeo - ggeut (live),,beurokolri neomajeo,09,korean
596,23,ralph stanley & the clinch mountain boys - going up home to live in green pastures,,1971-1973,95,english
