cluster,id,number,title,artist,album,year,language
3021,5801,002,we ' ve been talked down ( with a cape and a cane ),joggers,withacapeandacane,2005,
3021,7936,2,the joggers - we ' ve been talked down,,with a cape and a cane,05,english
1137,2164,1,no quiero verte mas llorar - 12 alegres y calentanos exitos,tierra cali,,' 11,spanish
1137,10492,1,001 - no quiero verte mas llorar,tierra cali,12 alegres y calentanos exitos ( 2011 ),null,spa .
6659,12810,1,arno schmidt - in unserer an truben kapiteln so deutsch - reichen literatur ...,,nachrichten von buchern und menschen,03,german
6659,19027,1,in unserer an truben kapiteln so deutsch - reichen literatur ... - nachrichten von buchern und menschen,arno schmidt,,' 03,geman
2352,4191,12,high frequency,depe dish,weekend warmup,1999,english
2352,4533,12,012 - higzh frequency,deep dish,weekend warmup ( 1999 ),null,neg .
4941,6482,6,autumn fog - the trip,m & d substance,,' 12,english
4941,9558,6,m & d substance - autumn fog,,the trip,12,english
5985,11501,11,011 - chhariot choogle,heretix,adventures of superdevil ( 1993 ),null,eng .
5985,14363,11,chariot choogle,heretix,adventures of superdevil,1993,english
2136,6,11,bruce maginnis - sttreet hype,,groove city,05,english
2136,4121,11,street hype,brucqe maginnis,groove city,2005,english
2136,4627,11,street hype - groove city,bruce maginnis,,' 05,english
2136,13757,011,streeth ype ( groove city ),bruce maginnis,groove city,2005,02 : 57
2136,14079,11,011 - street hype,bruce maginnis,groove city ( 2005 ),null,eng .
2191,4228,wom15552315,0a3,03 : 14,gabro & frankly irrational,"rauha trio presents : it ' s cookin ', volume 1",2008
2191,16244,a3,gabro & frankly irrational - keep your hand on your gun,,"rauha trio presents : it ' s cookin ', volume 1",08,english
2042,3945,002,november ( introspection ),mythos,introspection,1997,
2042,7780,2,mythos - november,,introspection,97,english
2042,9658,2,november - introspection,mythkos,,' 97,english
3470,2683,17,black angels for electric quartet : iii . return : ancient voices - american music,george crumb,,' 11,english
3470,6667,17,black angels for electric quartet : iii . return : ancient voices,george crumb,american music,2011,english
3470,8670,017,black angels for electric quartet : iii . return : ancient voices ( american music ),george crumb,american,american,
3470,15182,17,017 - black angels for electric quartet : iii . return : ancient voices,george crumb,american music ( 2011 ),null,en . g
3470,15261,17,george crumb - black angels for electric quartet : iii . return : ancient voices,,american music,11,english
3687,7087,4,terrible lie,nine inch nails,"2005 - 10 - 07 : allstate arena , rosemont , il , usa",,english
3687,10508,004,"terrible lie ( 2005 - 10 - 07 : allstate arena , rosemont , il , usa )",nine inch nails,"2005 - 10 - 07 : allstate arena , rosemont , il , usa",,
7103,13713,7,eckart von hirschhausen - tierisch gute laune,,sprechstunde 2005 : medizinisches kabarett,5,german
7103,16286,7,tierisch gute laune - sprechstunde 2005 : medizinisches kabarett,n . a .,,' 05,german
2369,4565,008,i only have eyes for you ( magician & gershwin & kern ),erroll garner,magician & gershwin & kern,,
2369,9010,8,unknown,,magician & gershwin & kern,,englissh
5260,8130,011,what cha talkin ' ( the story of impulse !),count basie,the story of impulse !,,
5260,10135,11,what cha talkin ',count basie,the story of impulse !,,english
3877,7468,d2,laurent garnier - 022,,shot in the dark,94,english
3877,10293,d2,022 - shot in the dark,laurent garnier,,' 94,english
1435,2739,004,simples como agua ( caminhos do coracao ),gonzaguinha,caminhos do coracao,,
1435,10361,4,gonzaguinha - simples como agua,,caminhos do coracao,,portuguese
5073,9792,013,come on ( goo goo dolls ),goo goo dolls,goo goo dolls,1987,
5073,11761,13,dolls,,goo goo dolls,87,english
4365,8441,12,012 - in the shadow of the angel,ikon,in the shadow of the angel ( 1996 ),null,eng .
4365,8855,12,in the shadow of the angel,ikon,in the shadow of the angel,1996,english
1110,2103,1,born under a bad sign,etta james,"life , love & the blues",1998,english
1110,10887,1,etta james - born under a bad sign,,"life , love & the blues",98,englislh
1110,13513,001,"born under a bad sign ( life , love & the blues )",etta james,"life , love & the blues",1998,
5603,969,006,ecclesie militantis ( integrale des motets isorythmiques ( huelgas - ensemble feat . conductor : paul van nevel )),guillaume dufay,integrale des motets isoryhmiques ( huelgas - ensemble feat . conductor : paul van nevel ),2007,
5603,5787,6,006 - ecclesie militantis,guillaume dufay,integrale des motets isorythmiques ( huelgas - ensemble feat . conductor : paul van nevel ) ( 2007 ),null,fre .
5603,10770,6,ecclesie militantis - integrale des motets isorythmiques ( huelgas - ensemble feat . conductor : paul van nevel ),guillaume dufay,,' 07,french
5603,11352,6,guillaume dufay - ecclesie militantis,,integrale des motets isorythmiques ( huelgas - ensemble feat . conductor : paul van nevel ),07,frecnh
5603,11782,6,militantis,guillaume dufay,integrale des motets isorythmiques ( huelgas - ensemble feat . conductor : paul van nevel ),2007,french
9798,3888,38,038 - that summer,garth brooks,cd zooming ( 1994 ),null,eng .
9798,3967,038,that summer ( cd zooming ),garth brooks,cd zooming,2994,
9798,5856,38,that summer,garth brooks,cd zooming,1994,english
9798,15961,38,garth brooks - that summer,,cd zooming,94,english
9798,18985,38,that summer - cd zooming,garth broosk,,null,english
5161,9941,017,class distinction ( leading the world ),michael conn & mark warman,leading the world,,
5161,17503,17,michael conn & mark warman - class distinction,,leading the world,,english
6191,4842,39,marillion - racket television : series one : ep4 : a few words from the band,,live from cadogan hall,10,english
6191,6833,39,racket television : series one : ep4 : a few words from the band,marillion,live from cadogan hall,2010,english
6191,9707,39,039 - racket television : series one : ep4 : a few words from the band,marillion,live from cadogan haljl ( 2010 ),null,eng .
6191,11882,039,racket television : series one : ep4 : a few wordss from the band ( live from cadogan hall ),marillion,live from cadogan hall,2010,
6191,16328,39,racket television : series one : ep4 : a few words the from band - live from cadogan hall,marillion,,' 10,engliish
5858,1068,008,out for blood ( jack knife rendezvous ),dustsucker,jack knife rendezvous,2006,
5858,11253,8,out for blood,dustsucker,jack knife rendezvous,2006,english
5670,3063,6,006 - a russian film in snow,null,god ( 1995 ),null,en . g
5670,10894,006,a russian film in snow ( god ),phillip boa and the voodooclub,god,1995,
5670,14899,6,phillip boa and the voodooclub - a russian film in snow,,god,95,english
5670,16433,6,a russian film in snow - god,phillip boa and the voodooclub,,' 95,english
2245,4328,5,"gospel - their love is fucking mainstream , my love is [?]",,summer of haze,12,english
2245,12886,5,"their love is fucking mainstream , my love is [?] - summer of haze",gospel,,' 12,english
2245,13672,5,"005 - their love is fucking mainstream , my love is",gospel,summer of haze ( 2012 ),null,eng .
8575,2522,11,chere bebe creole - pour les bons vieux temps,ray abshire,,' 03,english
8575,9693,11,ray abshire - chere bebe creole,,pour les bons vieux temps,03,english
8575,16657,011,chere bebe creole ( pour les bons vieux temps ),ray abshire,pour les bons vieux temps,2003,
946,1778,21,la morra,henirich isaac,music for mona lisa,1998,english
946,9939,21,heinrich isaac - la morra,,music for mona lisa,98,english
946,10398,021,la morra ( music for mona lisa ),heinrich isaac,music for mona lisa,1998,
185,270,5,' s wonderful,sarah vaughan,great ladies and gents of jazz,1999,english
185,355,5,' s wonderful - great ladies and gents of jazz,sarah vaughan,,' 99,english
185,5009,5,n . a .,sarah vaughan,great ladies and gents of jazz ( 1999 ),null,eng .
185,18858,005,' s wonderful ( great ladies and gents of jazz ),sarah vaughan,ladies and gents of jazz,1999,
280,516,0r,think ( disco de apoyo a thomas miller - el ),hechos contra el decoro,disco de apoyo a thomas miller - el,2002,
280,2839,12,think - disco de apoyo a thomas miller - el,hechos contra el decoro,,' 02,spanish
280,8380,12,012 - think,hechos contra el decoro,disco de apoyo a thomas miller - el ( 2002 ),null,spa .
280,16072,12,hechos contra el decoro - think,,disco de apoyo a thomas miller - el,02,spanish
4404,8514,4,set the killing free - covers & rare,aztec camera,,' 93,english
4404,8533,4,set the killing free,aztec camera,covers & rare,1993,english
4404,12179,4,0 04 - set the killing free,aztec camera,covers & rare ( 1993 ),null,engg .
441,828,13,uncloudy day,the staple singers,artist ' s choice : emmylou harris,2004,english
441,6159,013,uncloudy day ( artist ' s choice : emmylou harris ),staple singers,artist ' s choice : emmylou harris,2004,
6170,7840,10,mc hammer - lovehold,,too legit to quit,91,english
6170,11846,010,lovehold ( too legit to quit ),mc hammer,too legit to quit,1991,
6170,19007,10,010 - lovehold,mc hammer,too legit to quit ( 1991 ),null,eng .
6170,19045,10,lovehold - too legit to quit,mc hammer,,' 91,english
6170,19187,10,lovehold,mc hammer,tooleigttoquit,1991,english
3478,6681,17,017 - catch me,bandits,"fit for fahr ' n , vol . xi ( unknown )",null,eng .
3478,14565,017,"catch me ( fit for fahr ' n , volume 11 )",banidts,"fit for fahr ' n , volume 11",,
3478,15714,17,catch me,bandits,"fit for fahr ' n , volume 11",,english
6870,13256,12,poems for laila - t - shirt song,,on a wednesday,02,english
6870,16782,12,t - shirt song - on a wednesday,for laila,,' 02,english
2043,2445,003,"spirit of the age ( anthology , volume 1 )",hawkwind,"anthology , volume 1",1986,
2043,3946,3,spirit of the age,hhawkwind,"anthollogy , volume 1",1986,english
2043,16504,3,"spirit of the age - anthology , volume 1",hawkwind,,' 86,english
2043,18959,3,hawkwind - spirit of the age,,"anthology , volume 1",null,english
3089,5927,11,rose rouge,analog people in a digital world,ministry of sound : summer sessions 2009,2009,english
3089,12858,011,rose rouge ( ministry of sound : summer sessions 2009 ),analog peoplein a digital world,ministry of sound : summer sessions 2009,2009,
4810,9164,,byzantine - oblivion beckons,,oblivion beckons,08,english
4810,9299,3,oblivion beckons,byzantine,oblivion beckons,2008,english
4810,15655,003,oblivion beckons,byzantine,oblivion beckons,2008,
5206,6292,3,world party - when the rainbow comes,,goodbye jumbo,90,english
5206,10027,3,when the rainbow comes,world party,goodbye jumbo,1990,english
5206,13059,003,when the rainbow comes ( goodbye jumbo ),world party,goodbye jumbo,1990,
5647,3222,012,huhzick em dom ( kolle - do bes e jefohl folge 2 ),collner,kolle - do bes e jefohl folge 2,2010,
5647,10848,12,huhzick em dom,die collner,kolle - do bes e jefohl folge 2,2010,kolsch
5647,11454,12,die collner - huhzick em dom,,kolle - do bes e jefohl folge 2,10,kolsch
7761,1780,19,hangman ' s blues,blind lemon jefferson,the complete classic sides remastered - disc c,2002,
7761,9467,19,hangman ' s blues - the complete classic sides remastered - disc c,blind lemon jefferson,,' 02,
7761,15012,19,019 - hangman ' s blues,blind lemon jefferson,the complete classic sides remastered - disc c ( 2002 ),null,unknown
7761,15934,19,blind lemon jefferson - hangman ' s blues,,the complete classic sides remastered - disc c,02,null
7761,16641,019,hangman ' s blues ( the complet classic sides remastered - disc c ),blid lemon jefferson,the complete classic sides remastered - disc c,2002,
34,64,7,introduction et variations sur une ronde populaire - encore !,gabriel pierne,,' 98,engilsh
34,2115,7,007 - introduction et variations sur une ronde populaire,gabriel pierne,encore ! ( 1998 ),null,eng .
34,6738,7,introduction et variations sur une ronde populaire,gabriel pieren,encore !,1998,english
8448,1225,2,002 - heaven and hell,black sabbath,live evil ( 1989 ),null,eng .
8448,16402,2,heaven and hell - live evil,black sabbath,,' 89,english
3608,6938,018,the bridge is over ( 45 live : a classic rap mix ),boogie down productions,45 live : a classic rap mix,2009,
3608,13050,18,boogie down productions - the bridge is over,,45 live : a classic rap mix,09,null
3608,16125,18,theb ridge is over - 45 live : a classic rap mix,boogie down productions,,' 09,english
1474,2820,1,love is you ( radio version ),thomas godoj,love is you ( basic version ),2008,english
1474,6714,001,love is you ( radio version ) ( love is you ( basic version )),thomas godoj,love is you ( basic version ),2008,
1474,6791,1,thomas godoj - love is you ( radio version ),,love is you ( basic version ),08,english
1474,7393,1,love is you ( radio version ) - love is you ( basic version ),thomas godoj,,' 08,english
1474,18342,1,001 - love is you ( radio version ),thomas godoj,love is you ( basic version ) ( 2008 ),null,engg .
6271,2184,001,don ' t stop the carnival ( the guitar player ),davy graham,the guitar player,2003,
6271,10667,1,davy graham - don ' t stop the carnival,,the guitar playr,03,english
6271,12046,1,don ' t stop the carnival,davy graham,the guitar player,2003,english
5227,10066,2,invisible,jorn,dio,2010,english
5227,10092,002,invisible ( dio ),jorn,dio,2010,
4206,8114,010,this is for you ( red light fix ),dirty youth,red light fix,2011,
4206,15721,10,the dirty youth - this is for you,,re light fix,11,englisph
5729,558,11,personent hodie ( sing aloud on this day ) - warner bros . jazz christmas party,bob james,,' 97,english
5729,6663,11,bob james - personent hodie ( sing aloud on this day ),,warner bros . jazz christmas party,97,english
5729,11009,011,personent hodie ( sing aloud on this day ) ( warner bros . jazz christmas party ),bob james,warner bros . jazz christmas party,1997,
5729,12018,11,,,,1997,
5729,12058,11,011 - personent hodie ( sing aloud on this day ),bob james,warner bros . jazz christmas party ( 1997 ),null,eng .
6268,12040,4,004 - empty the clip,fff,,null,eng .
6268,16698,4,empty the clip,fff,no e . p . title e . p .,2005,english
5970,3304,1,"organ grinder - 1995 - 03 - 02 : malibu beach club , log island , ny , usa",marilyn manson,,,english
5970,11478,1,marilyn manson - organ grinder,,"1995 - 03 - 02 : malibu beach club , long island , ny , usa",,english
1035,1413,4,004 - please be nice ( i ' ve got a bomb ),greenhouse ac,ever seen the rain dear ? ( 1992 ),null,eng .
1035,1949,004,please be nice ( i ' ve got a bomb ) ( ever seen the rain dear ?),greenhouse ac,ever seen the rain dear ?,1992,
1035,10156,4,please be nice ( i ' ve got a bomb ) - ever seen the rain dear ?,greenhouse ac,,' 92,english
1035,15230,4,greenhouse ac - please be hnice ( i ' ve got a bomb ),,ever seen the rain dear ?,92,englsh
9145,7868,9,009 - hot ( remix ),inna,full songs and remixes ( 2009 ),null,eng .
9145,17740,9,hot ( remix ) - full songs and remixes,inna,,' 09,english
836,1582,008,spacedq out ( reefer smokin ' man ),mason casey,reefer smokin ' man,2000,
836,4909,8,mason casey - spaced out,,reefer smokin ' man,00,english
836,5715,8,008 - spaced out,mason casey,reefer smokin ' man ( 2000 ),null,eng .
836,8662,8,spaced out,mason casey,reefer smokin ' man,2000,english
